PUBCHEM_COMPOUND_CID,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_IUPAC_NAME,PUBCHEM_XLOGP3_AA,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_SMILES,PUBCHEM_CACTVS_TPSA,PUBCHEM_TOTAL_CHARGE,PUBCHEM_HEAVY_ATOM_COUNT,Description
320,384.0,7,5,2,"2-(8-hydroxy-7,8-dihydro-4H-imidazo[4,5-d][1,3]diazepin-3-yl)-5-(hydroxymethyl)oxolane-3,4-diol",,C11H16N4O5,284.27,C1C(C2=C(NC=N1)N(C=N2)C3C(C(C(O3)CO)O)O)O,132.0,0,20,
321,1170.0,8,8,12,"3-[8,12,17-tris(2-carboxyethyl)-3,7,13,18-tetramethyl-5,10,15,20,21,22,23,24-octahydroporphyrin-2-yl]propanoic acid",3.6,C36H44N4O8,660.8,CC1=C2CC3=C(C(=C(N3)CC4=C(C(=C(N4)CC5=C(C(=C(N5)CC(=C1CCC(=O)O)N2)C)CCC(=O)O)C)CCC(=O)O)CCC(=O)O)C,212.0,0,48,Coproporphyrinogen III is a coproporphyrinogen. It has a role as an Escherichia coli metabolite and a mouse metabolite. It is a conjugate acid of a coproporphyrinogen III(4-).
322,178.0,3,2,2,3-(4-hydroxyphenyl)prop-2-enoic acid,,C9H8O3,164.16,C1=CC(=CC=C1C=CC(=O)O)O,57.5,0,12,
323,196.0,2,0,0,chromen-2-one,,C9H6O2,146.14,C1=CC=C2C(=C1)C=CC(=O)O2,26.3,0,11,"Coumarin is a chromenone having the keto group located at the 2-position. It has a role as a fluorescent dye, a plant metabolite and a human metabolite."
324,1620.0,23,10,22,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 3-(4-hydroxyphenyl)prop-2-enethioate",-3.9,C30H42N7O18P3S,913.7,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C=CC4=CC=C(C=C4)O)O,409.0,0,59,
325,101.0,1,1,2,(4-propan-2-ylphenyl)methanol,,C10H14O,150.22,CC(C)C1=CC=C(C=C1)CO,20.2,0,11,"4-isopropylbenzyl alcohol is a member of the class of benzyl alcohols in which the hydrogen at position 4 on the phenyl ring of benzyl alcohol has been replaced by an isopropyl group. It has a role as a fragrance, an insect repellent, a volatile oil component, a plant metabolite and a xenobiotic metabolite. It is a p-menthane monoterpenoid and a member of benzyl alcohols. It is functionally related to a p-cymene."
326,121.0,1,0,2,4-propan-2-ylbenzaldehyde,,C10H12O,148.2,CC(C)C1=CC=C(C=C1)C=O,17.1,0,11,"Cuminaldehyde is a member of the class of benzaldehydes that is benzaldehyde substituted by an isopropyl group at position 4. It is a component of essential oils from Cumin and exhibits insecticidal activities. It has a role as an insecticide, a volatile oil component and a plant metabolite. It derives from a hydride of a cumene."
328,160.0,4,3,2,2-hydroxy-2-(4-hydroxyphenyl)acetic acid,,C8H8O4,168.15,C1=CC(=CC=C1C(C(=O)O)O)O,77.8,0,12,4-hydroxymandelic acid is a 2-hydroxy carboxylic acid that is mandelic acid bearing a phenolic hydroxy substituent at position 4. It has a role as a metabolite. It is a 2-hydroxy carboxylic acid and a member of phenols. It is functionally related to a mandelic acid. It is a conjugate acid of a 4-hydroxymandelate.
329,252.0,8,4,7,"(3,4-dihydroxy-5-methylsulfanyl-2-oxopentyl) dihydrogen phosphate",-2.4,C6H13O7PS,260.2,CSCC(C(C(=O)COP(=O)(O)O)O)O,150.0,0,15,
330,603.0,1,1,5,"10,13-dimethyl-17-(6-methylheptan-2-yl)-2,3,4,5,6,7,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",8.0,C27H46O,386.7,CC(C)CCCC(C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4)O)C)C,20.2,0,28,
331,116.0,4,3,4,"3,5-diaminohexanoic acid",-3.6,C6H14N2O2,146.19,CC(CC(CC(=O)O)N)N,89.3,0,10,
332,134.0,2,1,2,4-ethenyl-2-methoxyphenol,,C9H10O2,150.17,COC1=C(C=CC(=C1)C=C)O,29.5,0,11,
333,547.0,11,9,8,"[5-[(5-amino-2,4-dioxo-1H-pyrimidin-6-yl)amino]-2,3,4-trihydroxypentyl] dihydrogen phosphate",-4.3,C9H17N4O9P,356.23,C(C(C(C(COP(=O)(O)O)O)O)O)NC1=C(C(=O)NC(=O)N1)N,224.0,0,23,
334,663.0,2,1,5,"7-hydroxy-10,13-dimethyl-17-(6-methylheptan-2-yl)-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",7.3,C27H44O2,400.6,CC(C)CCCC(C)C1CCC2C1(CCC3C2C(CC4=CC(=O)CCC34C)O)C,37.3,0,29,
335,70.8,1,1,0,2-methylphenol,,C7H8O,108.14,CC1=CC=CC=C1O,20.2,0,8,
336,134.0,4,4,2,2-(carbamoylamino)-2-hydroxyacetic acid,-2.0,C3H6N2O4,134.09,C(C(=O)O)(NC(=O)N)O,113.0,0,9,
337,101.0,4,3,3,"3,4,5-trihydroxypentan-2-one",-2.0,C5H10O4,134.13,CC(=O)C(C(CO)O)O,77.8,0,9,
338,133.0,3,2,1,2-hydroxybenzoic acid,,C7H6O3,138.12,C1=CC=C(C(=C1)C(=O)O)O,57.5,0,10,
339,86.9,4,3,2,2-aminoethylphosphonic acid,-4.8,C2H8NO3P,125.06,C(CP(=O)(O)O)N,83.6,0,7,
340,92.9,2,2,0,"3-methylbenzene-1,2-diol",,C7H8O2,124.14,CC1=C(C(=CC=C1)O)O,40.5,0,9,
341,442.0,9,6,4,"3,4-dihydroxy-5-(3,4,5-trihydroxybenzoyl)oxybenzoic acid",1.1,C14H10O9,322.22,C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)O,165.0,0,23,Digallic acid is a benzoate ester and a gallate ester. It is functionally related to a gallic acid. It is a conjugate acid of a digallate.
342,70.8,1,1,0,3-methylphenol,,C7H8O,108.14,CC1=CC(=CC=C1)O,20.2,0,8,
343,282.0,8,5,0,"2-hydroxy-2-oxo-3a,4,5,6,7,7a-hexahydrobenzo[d][1,3,2]dioxaphosphole-4,5,6,7-tetrol",-3.8,C6H11O8P,242.12,C1(C(C(C2C(C1O)OP(=O)(O2)O)O)O)O,137.0,0,15,
344,199.0,5,3,0,"3,4,5-trihydroxycyclohexane-1,2-dione",-2.6,C6H8O5,160.12,C1C(C(C(C(=O)C1=O)O)O)O,94.8,0,11,
345,287.0,6,3,4,"but-2-ene-1,2,3-tricarboxylic acid",-0.6,C7H8O6,188.13,CC(=C(CC(=O)O)C(=O)O)C(=O)O,112.0,0,13,
346,279.0,7,5,3,"2-(hydroxymethyl)-6-(4-hydroxyphenoxy)oxane-3,4,5-triol",,C12H16O7,272.25,C1=CC(=CC=C1O)OC2C(C(C(C(O2)CO)O)O)O,120.0,0,19,
347,300.0,7,5,4,"2-(hydroxymethyl)-6-[3-(hydroxymethyl)phenoxy]oxane-3,4,5-triol",,C13H18O7,286.28,C1=CC(=CC(=C1)OC2C(C(C(C(O2)CO)O)O)O)CO,120.0,0,20,
348,420.0,10,6,5,"[3,4,5-trihydroxy-6-(4-hydroxyphenoxy)oxan-2-yl]methyl dihydrogen phosphate",,C12H17O10P,352.23,C1=CC(=CC=C1O)OC2C(C(C(C(O2)COP(=O)(O)O)O)O)O,166.0,0,23,
349,181.0,6,4,1,"2,3,5-trihydroxy-6-(hydroxymethyl)oxan-4-one",-2.2,C6H10O6,178.14,C(C1C(C(=O)C(C(O1)O)O)O)O,107.0,0,12,
350,387.0,8,5,11,3-phosphonooxy-2-(7-sulfanylheptanoylamino)butanoic acid,-0.3,C11H22NO7PS,343.34,CC(C(C(=O)O)NC(=O)CCCCCCS)OP(=O)(O)O,134.0,0,21,
351,633.0,12,5,16,3-phosphonooxy-2-[7-(2-sulfoethyldisulfanyl)heptanoylamino]butanoic acid,-1.1,C13H26NO10PS3,483.5,CC(C(C(=O)O)NC(=O)CCCCCCSSCCS(=O)(=O)O)OP(=O)(O)O,247.0,0,28,
352,1110.0,20,9,20,"4-amino-5-[[2-amino-6-[1,2-bis[(2-amino-4-carboxybutanoyl)oxy]propyl]-5,8-dihydropteridin-4-yl]oxy]-5-oxopentanoic acid",-9.9,C24H34N8O12,626.6,CC(C(C1=CNC2=C(N1)C(=NC(=N2)N)OC(=O)C(CCC(=O)O)N)OC(=O)C(CCC(=O)O)N)OC(=O)C(CCC(=O)O)N,345.0,0,44,
353,1140.0,20,8,20,"4-amino-5-[[2-amino-6-[1,2-bis[(2-amino-4-carboxybutanoyl)oxy]propyl]-5-methyl-8H-pteridin-4-yl]oxy]-5-oxopentanoic acid",-9.9,C25H36N8O12,640.6,CC(C(C1=CNC2=C(N1C)C(=NC(=N2)N)OC(=O)C(CCC(=O)O)N)OC(=O)C(CCC(=O)O)N)OC(=O)C(CCC(=O)O)N,336.0,0,45,
354,228.0,5,2,5,2-oxohept-3-enedioic acid,-0.1,C7H8O5,172.13,C(CC(=O)O)C=CC(=O)C(=O)O,91.7,0,12,
355,191.0,4,2,2,2-(4-hydroxyphenyl)-2-oxoacetic acid,1.0,C8H6O4,166.13,C1=CC(=CC=C1C(=O)C(=O)O)O,74.6,0,12,
356,25.0,0,0,5,octane,,C8H18,114.23,CCCCCCCC,0.0,0,8,Octane is a straight chain alkane composed of 8 carbon atoms. It has a role as a xenobiotic.
357,172.0,0,0,0,"1,3,4,6-tetrachlorocyclohexa-1,4-diene",3.2,C6H4Cl4,217.9,C1=C(C(C=C(C1Cl)Cl)Cl)Cl,0.0,0,10,"1,3,4,6-tetrachlorocyclohexa-1,4-diene is a chloroolefin that is cyclohexa-1,4-diene substituted by chloro groups at positions 1, 3, 4 and 6. It is a chloroolefin and a cyclohexadiene. It derives from a hydride of a cyclohexa-1,4-diene."
358,144.0,4,2,4,5-amino-3-oxohexanoic acid,-3.2,C6H11NO3,145.16,CC(CC(=O)CC(=O)O)N,80.4,0,10,
359,63.3,3,3,0,"benzene-1,3,5-triol",,C6H6O3,126.11,C1=C(C=C(C=C1O)O)O,60.7,0,9,"Phloroglucinol is a benzenetriol with hydroxy groups at position 1, 3 and 5. It has a role as an algal metabolite. It is a phenolic donor and a benzenetriol."
360,527.0,9,5,12,"3,8-dimethyldec-7-enyl [3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] hydrogen phosphate",1.5,C18H35O9P,426.4,CCC(=CCCCC(C)CCOP(=O)(O)OC1C(C(C(C(O1)CO)O)O)O)C,146.0,0,28,
361,160.0,3,2,0,"3,5-dihydroxycyclohex-2-en-1-one",-0.7,C6H8O3,128.13,C1C(CC(=O)C=C1O)O,57.5,0,9,Dihydrophloroglucinol is a phloroglucinol. It is a conjugate acid of a dihydrophloroglucinol(1-).
362,188.0,2,2,0,"1,2-dihydronaphthalene-1,2-diol",0.8,C10H10O2,162.18,C1=CC=C2C(C(C=CC2=C1)O)O,40.5,0,12,"1,2-dihydronaphthalene-1,2-diol is a member of the class of naphthalenediols that is 1,2-dihydronaphthalene substituted by hydroxy groups at positions 1 and 2 respectively. It has a role as a bacterial xenobiotic metabolite and a mouse metabolite. It is a member of dihydronaphthalenes and a member of naphthalenediols. It is functionally related to a naphthalene-1,2-diol. It derives from a hydride of a 1,2-dihydronaphthalene."
363,20.0,2,1,1,2-aminoacetaldehyde,-1.2,C2H5NO,59.07,C(C=O)N,43.1,0,4,2-aminoacetaldehyde is an amino aldehyde that is acetaldehyde in which one of the hydrogens of the methyl group has been replaced by an amino group. It has a role as an Escherichia coli metabolite. It is an omega-aminoaldehyde and an amino aldehyde. It is a conjugate base of an ammonioacetaldehyde.
364,73.3,4,3,2,"2,3-diaminopropanoic acid",-4.3,C3H8N2O2,104.11,C(C(C(=O)O)N)N,89.3,0,7,
365,1750.0,22,9,34,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] octadeca-9,12-dienethioate",1.1,C39H66N7O17P3S,1030.0,CCCCCC=CCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,389.0,0,67,
366,345.0,4,0,2,(4-methyl-2-oxochromen-7-yl) acetate,,C12H10O4,218.2,CC1=CC(=O)OC2=C1C=CC(=C2)OC(=O)C,52.6,0,16,4-methylumbelliferyl acetate is an acetate ester consiting of umbelliferone carrying a 7-O-acetyl group. It has a role as a plant metabolite. It is an acetate ester and a member of coumarins. It is functionally related to an umbelliferone.
368,58.4,3,3,8,"N'-(4-aminobutyl)butane-1,4-diamine",-0.7,C8H21N3,159.27,C(CCNCCCCN)CN,64.1,0,11,"Sym-homospermidine is a polyazaalkane comprising undecane with three aza groups placed at the 1-, 6- and 11-positions. It is a triamine and a polyazaalkane. It is a conjugate base of a sym-homospermidinium(3+)."
370,169.0,5,4,1,"3,4,5-trihydroxybenzoic acid",,C7H6O5,170.12,C1=C(C=C(C(=C1O)O)O)C(=O)O,98.0,0,12,"Gallic acid is a trihydroxybenzoic acid in which the hydroxy groups are at positions 3, 4, and 5. It has a role as an astringent, a cyclooxygenase 2 inhibitor, a plant metabolite, an antioxidant, an antineoplastic agent, a human xenobiotic metabolite, an EC 1.13.11.33 (arachidonate 15-lipoxygenase) inhibitor, an apoptosis inducer and a geroprotector. It is a conjugate acid of a gallate."
371,161.0,4,2,0,but-2-ynedioic acid,0.1,C4H2O4,114.06,C(#CC(=O)O)C(=O)O,74.6,0,8,Butynedioic acid is an acetylenic compound that is acetylene in which the hydrogens are replaced by carboxy groups. It is a C4-dicarboxylic acid and an acetylenic compound. It is a conjugate acid of an acetylenedicarboxylate(1-).
372,348.0,6,2,2,"6-oxopyran-2,4-dicarboxylic acid",-0.2,C7H4O6,184.1,C1=C(C=C(OC1=O)C(=O)O)C(=O)O,101.0,0,13,"2-oxo-2H-pyran-4,6-dicarboxylic acid is a pyrandicarboxylic acid. It is a conjugate acid of a 2-oxo-2H-pyran-4,6-dicarboxylate."
374,325.0,7,3,5,"4-oxobut-2-ene-1,2,4-tricarboxylic acid",-1.1,C7H6O7,202.12,C(C(=CC(=O)C(=O)O)C(=O)O)C(=O)O,129.0,0,14,
375,1410.0,1,1,31,"3,7,11,15,19,23,27,31,35,39,43-undecamethyltetratetraconta-2,6,10,14,18,22,26,30,34,38,42-undecaen-1-ol",19.6,C55H90O,767.3,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCO)C)C)C)C)C)C)C)C)C)C)C,20.2,0,56,
376,141.0,4,2,4,3-hydroxy-5-oxohexanoic acid,-1.2,C6H10O4,146.14,CC(=O)CC(CC(=O)O)O,74.6,0,10,3-hydroxy-5-oxohexanoic acid is a 5-oxo monocarboxylic acid and a 3-hydroxy monocarboxylic acid. It is functionally related to a hexanoic acid. It is a conjugate acid of a 3-hydroxy-5-oxohexanoate.
377,794.0,12,6,15,"[3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl] [3,8-dimethyldec-7-enoxy(hydroxy)phosphoryl] hydrogen phosphate",0.4,C20H39NO12P2,547.5,CCC(=CCCCC(C)CCOP(=O)(O)OP(=O)(O)OC1C(C(C(C(O1)CO)O)O)NC(=O)C)C,201.0,0,35,
378,250.0,6,2,2,(4-nitrophenyl) dihydrogen phosphate,,C6H6NO6P,219.09,C1=CC(=CC=C1[N+](=O)[O-])OP(=O)(O)O,113.0,0,14,
379,89.3,2,1,6,octanoic acid,,C8H16O2,144.21,CCCCCCCC(=O)O,37.3,0,10,
380,1480.0,22,9,26,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] octanethioate",-2.6,C29H50N7O17P3S,893.7,CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,389.0,0,57,
381,1560.0,24,10,24,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 3-hydroxy-5-oxohexanethioate",-6.7,C27H44N7O19P3S,895.7,CC(=O)CC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O,426.0,0,57,
382,1540.0,23,10,21,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 4-hydroxybenzenecarbothioate",-4.3,C28H40N7O18P3S,887.6,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O,409.0,0,57,
383,2210.0,25,12,24,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 4-(3,7,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanethioate",-1.9,C45H74N7O20P3S,1158.1,CC(CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)C4CCC5C4(C(CC6C5C(CC7C6(CCC(C7)O)C)O)O)C,450.0,0,76,
384,193.0,5,3,6,2-(1-carboxyethylamino)pentanoic acid,-1.6,C8H15NO4,189.21,CCCC(C(=O)O)NC(C)C(=O)O,86.6,0,13,
385,125.0,4,2,6,heptanedioic acid,,C7H12O4,160.17,C(CCC(=O)O)CCC(=O)O,74.6,0,11,
386,1760.0,22,9,34,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 3,7,11,15-tetramethylhexadecanethioate",2.9,C41H74N7O17P3S,1062.1,CC(C)CCCC(C)CCCC(C)CCCC(C)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,389.0,0,69,
387,1530.0,22,9,22,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 2-phenylethanethioate",-4.0,C29H42N7O17P3S,885.7,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC4=CC=CC=C4)O,389.0,0,57,
388,1550.0,25,11,23,"4-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-2-hydroxy-4-oxobutanoic acid",-6.8,C25H40N7O20P3S,883.6,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(C(=O)O)O)O,446.0,0,56,
389,95.0,4,3,4,"2,5-diaminopentanoic acid",,C5H12N2O2,132.16,C(CC(C(=O)O)N)CN,89.3,0,9,
390,1040.0,18,9,9,"6-[[[5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid",-6.4,C15H22N2O18P2,580.28,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)C(=O)O)O)O)O)O)O,309.0,0,37,
391,416.0,7,3,11,"3,8-dimethyldec-7-enyl phosphono hydrogen phosphate",2.0,C12H26O7P2,344.28,CCC(=CCCCC(C)CCOP(=O)(O)OP(=O)(O)O)C,113.0,0,21,
392,106.0,4,3,5,"3,6-diaminohexanoic acid",-3.7,C6H14N2O2,146.19,C(CC(CC(=O)O)N)CN,89.3,0,10,
393,334.0,10,6,7,"2,4,5-trihydroxy-3-oxo-6-phosphonooxyhexanoic acid",-3.9,C6H11O10P,274.12,C(C(C(C(=O)C(C(=O)O)O)O)O)OP(=O)(O)O,182.0,0,17,
395,1960.0,13,9,17,"3-[7,12-bis[1-[2-amino-3-(methylamino)-3-oxopropyl]sulfanylethyl]-18-(2-carboxyethyl)-8-ethyl-3,13,17-trimethyl-6,21,23,24-tetrahydroporphyrin-2-yl]propanoic acid",-3.7,C43H58N8O6S2,847.1,CCC1=C(C2C=C3C(=C(C(=CC4=C(C(=C(N4)C=C5C(=C(C(=CC1=N2)N5)C(C)SCC(C(=O)NC)N)C)C)CCC(=O)O)N3)CCC(=O)O)C)C(C)SCC(C(=O)NC)N,288.0,0,59,
397,205.0,1,2,2,2-(1H-indol-3-yl)acetamide,,C10H10N2O,174.2,C1=CC=C2C(=C1)C(=CN2)CC(=O)N,58.9,0,13,"Indole-3-acetamide is a member of the class of indoles that is acetamide substituted by a 1H-indol-3-yl group at position 2. It is an intermediate in the production of plant hormone indole acetic acid (IAA). It has a role as a fungal metabolite, a bacterial metabolite and a plant metabolite. It is a N-acylammonia, a monocarboxylic acid amide and a member of indoles. It is functionally related to an acetamide."
398,54.3,2,0,0,2-nitropropane,,C3H7NO2,89.09,CC(C)[N+](=O)[O-],45.8,0,6,"2-nitropropane is a secondary nitroalkane that is propane in which a hydrogen at position 2 has been replaced by a nitro group. Mainly used as a solvent (b.p. 120℃). It has a role as a hepatotoxic agent, a carcinogenic agent, a polar aprotic solvent and a xenobiotic."
399,298.0,6,3,4,"buta-1,3-diene-1,2,4-tricarboxylic acid",-0.5,C7H6O6,186.12,C(=CC(=O)O)C(=CC(=O)O)C(=O)O,112.0,0,13,
400,147.0,2,1,2,N-(2-formylphenyl)formamide,1.1,C8H7NO2,149.15,C1=CC=C(C(=C1)C=O)NC=O,46.2,0,11,
401,92.9,3,2,0,"4-amino-1,2-oxazolidin-3-one",-1.5,C3H6N2O2,102.09,C1C(C(=O)NO1)N,64.4,0,7,"4-amino-1,2-oxazolidin-3-one is a member of the class of oxazolidines that is isoxazoldin-3-one which is substituted at position 4 by an amino group. It is a serine derivative, a member of oxazolidines, a primary amino compound and a hydroxamic acid ester."
402,0.0,1,1,0,sulfane,0.5,H2S,34.08,S,1.0,0,1,Sulfur atom is a nonmetal atom and a chalcogen. It has a role as a macronutrient.
403,66.9,2,2,0,4-aminophenol,,C6H7NO,109.13,C1=CC(=CC=C1N)O,46.3,0,8,4-aminophenol is an amino phenol (one of the three possible isomers) which has the single amino substituent located para to the phenolic -OH group. It has a role as a metabolite and an allergen.
404,118.0,5,4,6,2-amino-6-(hydroxyamino)hexanoic acid,,C6H14N2O3,162.19,C(CCNO)CC(C(=O)O)N,95.6,0,11,
405,624.0,2,2,5,"10,13-dimethyl-17-(6-methylheptan-2-yl)-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-3,7-diol",7.4,C27H46O2,402.7,CC(C)CCCC(C)C1CCC2C1(CCC3C2C(C=C4C3(CCC(C4)O)C)O)C,40.5,0,29,
406,18.8,3,0,0,,-1.8,HO3P-2,79.98,[O-]P(=O)[O-],63.2,-2,4,
407,26.3,3,2,0,phosphonic acid,-1.6,H3O3P,81.996,OP(=O)O,57.5,0,4,
408,205.0,2,0,1,1-methyl-5-pyridin-3-ylpyrrolidin-2-one,,C10H12N2O,176.21,CN1C(CCC1=O)C2=CN=CC=C2,33.2,0,13,1-Methyl-5-(3-pyridinyl)-2-pyrrolidinone is a member of pyrrolidines and a member of pyridines.
409,186.0,2,0,1,3-(1-methyl-1-oxidopyrrolidin-1-ium-2-yl)pyridine,0.7,C10H14N2O,178.23,C[N+]1(CCCC1C2=CN=CC=C2)[O-],31.0,0,13,Nicotine N(1')-oxide is a tertiary amine oxide resulting from the oxidation of the pyrrolidine nitrogen of nicotine. It is a member of pyrrolidine N-oxides and a member of pyridines. It derives from a hydride of a nicotine.
410,464.0,7,4,3,"3,4,5-trihydroxy-6-[3-(1-methylpyrrolidin-2-yl)pyridin-1-ium-1-yl]oxane-2-carboxylic acid",-2.9,C16H23N2O6+,339.36,CN1CCCC1C2=C[N+](=CC=C2)C3C(C(C(C(O3)C(=O)O)O)O)O,114.0,1,24,
411,531.0,7,4,3,"3,4,5-trihydroxy-6-[3-(1-methyl-5-oxopyrrolidin-2-yl)pyridin-1-ium-1-yl]oxane-2-carboxylic acid",-1.6,C16H21N2O7+,353.35,CN1C(CCC1=O)C2=C[N+](=CC=C2)C3C(C(C(C(O3)C(=O)O)O)O)O,131.0,1,25,
412,125.0,2,1,1,3-pyrrolidin-2-ylpyridine,,C9H12N2,148.2,C1CC(NC1)C2=CN=CC=C2,24.9,0,11,
413,181.0,2,1,1,5-pyridin-3-ylpyrrolidin-2-one,0.1,C9H10N2O,162.19,C1CC(=O)NC1C2=CN=CC=C2,42.0,0,12,
414,232.0,3,1,1,3-hydroxy-1-methyl-5-pyridin-3-ylpyrrolidin-2-one,,C10H12N2O2,192.21,CN1C(CC(C1=O)O)C2=CN=CC=C2,53.4,0,14,"2-Pyrrolidinone, 3-hydroxy-1-methyl-5-(3-pyridinyl)- is a member of pyrrolidines and a member of pyridines."
415,244.0,3,1,1,5-hydroxy-1-methyl-5-pyridin-3-ylpyrrolidin-2-one,-0.5,C10H12N2O2,192.21,CN1C(=O)CCC1(C2=CN=CC=C2)O,53.4,0,14,
